Title,Genre,Actors,Rating
Faster,"Action,Crime,Drama","Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez",6.5
The Neighbor,"Crime,Horror,Thriller","Josh Stewart, Bill Engvall, Alex Essoe, Ronnie Gene Blevins",5.8
The Adjustment Bureau,"Romance,Sci-Fi,Thriller","Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner",7.1
The Hollars,"Comedy,Drama,Romance","Sharlto Copley, Charlie Day, Richard Jenkins, Anna Kendrick",6.5
The Judge,"Crime,Drama","Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",7.4
Closed Circuit,"Crime,Drama,Mystery","Eric Bana, Rebecca Hall, Jim Broadbent, Ciarán Hinds",6.2
Transformers: Revenge of the Fallen,"Action,Adventure,Sci-Fi","Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",6
La tortue rouge,"Animation,Fantasy","Emmanuel Garijo, Tom Hudson, Baptiste Goy, Axel Devillers",7.6
The Book of Life,"Animation,Adventure,Comedy","Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman",7.3
Incendies,"Drama,Mystery,War","Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Mustafa Kamel",8.2
The Heartbreak Kid,"Comedy,Romance","Ben Stiller, Michelle Monaghan,Malin Akerman, Jerry Stiller",5.8
Happy Feet,"Animation,Comedy,Family","Elijah Wood, Brittany Murphy, Hugh Jackman, Robin Williams",6.5
Entourage,Comedy,"Adrian Grenier, Kevin Connolly, Jerry Ferrara, Kevin Dillon",6.6
The Strangers,"Horror,Mystery,Thriller","Scott Speedman, Liv Tyler, Gemma Ward, Alex Fisher",6.2
Noah,"Action,Adventure,Drama","Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson",5.8
Neighbors,Comedy,"Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow",6.4
Nymphomaniac: Vol. II,Drama,"Charlotte Gainsbourg, Stellan Skarsgård, Willem Dafoe, Jamie Bell",6.7
Wild,"Adventure,Biography,Drama","Reese Witherspoon, Laura Dern, Gaby Hoffmann,Michiel Huisman",7.1
Grown Ups,Comedy,"Adam Sandler, Salma Hayek, Kevin James, Chris Rock",6
Blair Witch,"Horror,Thriller","James Allen McCune, Callie Hernandez, Corbin Reid, Brandon Scott",5.1
The Karate Kid,"Action,Drama,Family","Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han",6.2
Dark Shadows,"Comedy,Fantasy,Horror","Johnny Depp, Michelle Pfeiffer, Eva Green, Helena Bonham Carter",6.2
Friends with Benefits,"Comedy,Romance","Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman",6.6
The Illusionist,"Drama,Mystery,Romance","Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell",7.6
The A-Team,"Action,Adventure,Comedy","Liam Neeson, Bradley Cooper, Sharlto Copley,Jessica Biel",6.8
The Guest,Thriller,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore",6.7
The Internship,Comedy,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",6.3
Paul,"Adventure,Comedy,Sci-Fi","Simon Pegg, Nick Frost, Seth Rogen, Mia Stallard",7
This Beautiful Fantastic,"Comedy,Drama,Fantasy","Jessica Brown Findlay, Andrew Scott, Jeremy Irvine,Tom Wilkinson",6.9
The Da Vinci Code,"Mystery,Thriller","Tom Hanks, Audrey Tautou, Jean Reno, Ian McKellen",6.6
Mr. Church,"Comedy,Drama","Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel",7.7
Hugo,"Adventure,Drama,Family","Asa Butterfield, Chloë Grace Moretz, Christopher Lee, Ben Kingsley",7.5
The Blackcoat's Daughter,"Horror,Thriller","Emma Roberts, Kiernan Shipka, Lauren Holly, Lucy Boynton",5.6
Body of Lies,"Action,Drama,Romance","Leonardo DiCaprio, Russell Crowe, Mark Strong,Golshifteh Farahani",7.1
Knight of Cups,"Drama,Romance","Christian Bale, Cate Blanchett, Natalie Portman,Brian Dennehy",5.7
The Mummy: Tomb of the Dragon Emperor,"Action,Adventure,Fantasy","Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh",5.2
The Boss,Comedy,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson",5.4
Hands of Stone,"Action,Biography,Drama","Edgar Ramírez, Usher Raymond, Robert De Niro, Rubén Blades",6.6
El secreto de sus ojos,"Drama,Mystery,Romance","Ricardo Darín, Soledad Villamil, Pablo Rago,Carla Quevedo",8.2
True Grit,"Adventure,Drama,Western","Jeff Bridges, Matt Damon, Hailee Steinfeld,Josh Brolin",7.6
We Are Your Friends,"Drama,Music,Romance","Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston",6.2
A Million Ways to Die in the West,"Comedy,Romance,Western","Seth MacFarlane, Charlize Theron, Liam Neeson,Amanda Seyfried",6.1
Only for One Night,Thriller,"Brian White, Karrueche Tran, Angelique Pereira,Jessica Vanessa DeLeon",4.6
Rules Don't Apply,"Comedy,Drama,Romance","Lily Collins, Haley Bennett, Taissa Farmiga, Steve Tom",5.7
Ouija: Origin of Evil,"Horror,Thriller","Elizabeth Reaser, Lulu Wilson, Annalise Basso,Henry Thomas",6.1
Percy Jackson: Sea of Monsters,"Adventure,Family,Fantasy","Logan Lerman, Alexandra Daddario, Brandon T. Jackson, Nathan Fillion",5.9
Fracture,"Crime,Drama,Mystery","Anthony Hopkins, Ryan Gosling, David Strathairn,Rosamund Pike",7.2
Oculus,"Horror,Mystery","Karen Gillan, Brenton Thwaites, Katee Sackhoff,Rory Cochrane",6.5
In Bruges,"Comedy,Crime,Drama","Colin Farrell, Brendan Gleeson, Ciarán Hinds,Elizabeth Berrington",7.9
This Means War,"Action,Comedy,Romance","Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger",6.3
Lída Baarová,"Biography,Drama,History","Tatiana Pauhofová, Karl Markovics, Gedeon Burkhard,Simona Stasová",5
The Road,"Adventure,Drama","Viggo Mortensen, Charlize Theron, Kodi Smit-McPhee,Robert Duvall",7.3
Lavender,"Drama,Thriller","Abbie Cornish, Dermot Mulroney, Justin Long,Diego Klattenhoff",5.2
Deuces,Drama,"Larenz Tate, Meagan Good, Rotimi, Rick Gonzalez",6.6
Conan the Barbarian,"Action,Adventure,Fantasy","Jason Momoa, Ron Perlman, Rose McGowan,Stephen Lang",5.2
The Fighter,"Action,Biography,Drama","Mark Wahlberg, Christian Bale, Amy Adams,Melissa Leo",7.8
August Rush,"Drama,Music","Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard",7.5
Chef,"Comedy,Drama","Jon Favreau, Robert Downey Jr., Scarlett Johansson,Dustin Hoffman",7.3
Eye in the Sky,"Drama,Thriller,War","Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi",7.3
Eagle Eye,"Action,Mystery,Thriller","Shia LaBeouf, Michelle Monaghan, Rosario Dawson,Michael Chiklis",6.6
The Purge,"Horror,Sci-Fi,Thriller","Ethan Hawke, Lena Headey, Max Burkholder,Adelaide Kane",5.7
PK,"Comedy,Drama,Romance","Aamir Khan, Anushka Sharma, Sanjay Dutt,Boman Irani",8.2
Ender's Game,"Action,Sci-Fi","Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin",6.7
Indiana Jones and the Kingdom of the Crystal Skull,"Action,Adventure,Fantasy","Harrison Ford, Cate Blanchett, Shia LaBeouf,Karen Allen",6.2
Paper Towns,"Drama,Mystery,Romance","Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith",6.3
High-Rise,Drama,"Tom Hiddleston, Jeremy Irons, Sienna Miller, Luke Evans",5.7
Quantum of Solace,"Action,Adventure,Thriller","Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",6.6
The Assignment,"Action,Crime,Thriller","Sigourney Weaver, Michelle Rodriguez, Tony Shalhoub,Anthony LaPaglia",4.5
How to Train Your Dragon,"Animation,Action,Adventure","Jay Baruchel, Gerard Butler,Christopher Mintz-Plasse, Craig Ferguson",8.1
Lady in the Water,"Drama,Fantasy,Mystery","Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban",5.6
The Fountain,"Drama,Sci-Fi","Hugh Jackman, Rachel Weisz, Sean Patrick Thomas, Ellen Burstyn",7.3
Cars 2,"Animation,Adventure,Comedy","Owen Wilson, Larry the Cable Guy,Michael Caine, Emily Mortimer",6.2
31,"Horror,Thriller","Malcolm McDowell, Richard Brake, Jeff Daniel Phillips,Sheri Moon Zombie",5.1
Final Girl,"Action,Thriller","Abigail Breslin, Wes Bentley, Logan Huffman,Alexander Ludwig",4.7
Chalk It Up,Comedy,"Maddy Curley, John DeLuca, Nikki SooHoo, Drew Seeley",4.8
The Man Who Knew Infinity,"Biography,Drama","Dev Patel, Jeremy Irons, Malcolm Sinclair, Raghuvir Joshi",7.2
Unknown,"Action,Mystery,Thriller","Liam Neeson, Diane Kruger, January Jones,Aidan Quinn",6.9
Self/less,"Action,Mystery,Sci-Fi","Ryan Reynolds, Natalie Martinez, Matthew Goode,Ben Kingsley",6.5
Mr. Brooks,"Crime,Drama,Thriller","Kevin Costner, Demi Moore, William Hurt, Dane Cook",7.3
Tramps,"Comedy,Romance","Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia",6.5
Before We Go,"Comedy,Drama,Romance","Chris Evans, Alice Eve, Emma Fitzpatrick, John Cullum",6.9
Captain Phillips,"Biography,Drama,Thriller","Tom Hanks, Barkhad Abdi, Barkhad Abdirahman,Catherine Keener",7.8
The Secret Scripture,Drama,"Rooney Mara, Eric Bana, Theo James, Aidan Turner",6.8
Max Steel,"Action,Adventure,Family","Ben Winchell, Josh Brener, Maria Bello, Andy Garcia",4.6
Hotel Transylvania 2,"Animation,Comedy,Family","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",6.7
Hancock,"Action,Crime,Drama","Will Smith, Charlize Theron, Jason Bateman, Jae Head",6.4
Sisters,Comedy,"Amy Poehler, Tina Fey, Maya Rudolph, Ike Barinholtz",6
The Family,"Comedy,Crime,Thriller","Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",6.3
Zack and Miri Make a Porno,"Comedy,Romance","Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob",6.6
Ma vie de Courgette,"Animation,Comedy,Drama","Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud,Michel Vuillermoz",7.8
Man on a Ledge,"Action,Crime,Thriller","Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez",6.6
No Strings Attached,"Comedy,Romance","Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes",6.2
Rescue Dawn,"Adventure,Biography,Drama","Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier",7.3
Despicable Me 2,"Animation,Adventure,Comedy","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",7.4
A Walk Among the Tombstones,"Crime,Drama,Mystery","Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook",6.5
The World's End,"Action,Comedy,Sci-Fi","Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike",7
Yoga Hosers,"Comedy,Fantasy,Horror","Lily-Rose Depp, Harley Quinn Smith, Johnny Depp,Adam Brody",4.3
Seven Psychopaths,"Comedy,Crime","Colin Farrell, Woody Harrelson, Sam Rockwell,Christopher Walken",7.2
Beowulf,"Animation,Action,Adventure","Ray Winstone, Crispin Glover, Angelina Jolie,Robin Wright",6.2
Jack Ryan: Shadow Recruit,"Action,Drama,Thriller","Chris Pine, Kevin Costner, Keira Knightley,Kenneth Branagh",6.2
1408,"Fantasy,Horror","John Cusack, Samuel L. Jackson, Mary McCormack, Paul Birchard",6.8
The Gambler,"Crime,Drama,Thriller","Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson",6
Prince of Persia: The Sands of Time,"Action,Adventure,Fantasy","Jake Gyllenhaal, Gemma Arterton, Ben Kingsley,Alfred Molina",6.6
The Spectacular Now,"Comedy,Drama,Romance","Miles Teller, Shailene Woodley, Kyle Chandler,Jennifer Jason Leigh",7.1
A United Kingdom,"Biography,Drama,Romance","David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport",6.8
USS Indianapolis: Men of Courage,"Action,Drama,History","Nicolas Cage, Tom Sizemore, Thomas Jane,Matt Lanter",5.2
Turbo Kid,"Action,Adventure,Comedy","Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright",6.7
Mama,"Horror,Thriller","Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse",6.2
Orphan,"Horror,Mystery,Thriller","Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",7
To Rome with Love,"Comedy,Romance","Woody Allen, Penélope Cruz, Jesse Eisenberg, Ellen Page",6.3
Fantastic Mr. Fox,"Animation,Adventure,Comedy","George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman",7.8
Inside Man,"Crime,Drama,Mystery","Denzel Washington, Clive Owen, Jodie Foster,Christopher Plummer",7.6
I.T.,"Crime,Drama,Mystery","Pierce Brosnan, Jason Barry, Karen Moskow, Kai Ryssdal",5.4
127 Hours,"Adventure,Biography,Drama","James Franco, Amber Tamblyn, Kate Mara, Sean Bott",7.6
Annabelle,"Horror,Mystery,Thriller","Ward Horton, Annabelle Wallis, Alfre Woodard,Tony Amendola",5.4
Wolves at the Door,"Horror,Thriller","Katie Cassidy, Elizabeth Henstridge, Adam Campbell, Miles Fisher",4.6
Suite Française,"Drama,Romance,War","Michelle Williams, Kristin Scott Thomas, Margot Robbie,Eric Godon",6.9
The Imaginarium of Doctor Parnassus,"Adventure,Fantasy,Mystery","Christopher Plummer, Lily Cole, Heath Ledger,Andrew Garfield",6.8
G.I. Joe: The Rise of Cobra,"Action,Adventure,Sci-Fi","Dennis Quaid, Channing Tatum, Marlon Wayans,Adewale Akinnuoye-Agbaje",5.8
Christine,"Biography,Drama","Rebecca Hall, Michael C. Hall, Tracy Letts, Maria Dizzia",7
Man Down,"Drama,Thriller","Shia LaBeouf, Jai Courtney, Gary Oldman, Kate Mara",5.8
Crawlspace,"Horror,Thriller","Michael Vartan, Erin Moriarty, Nadine Velazquez,Ronnie Gene Blevins",5.3
Shut In,"Drama,Horror,Thriller","Naomi Watts, Charlie Heaton, Jacob Tremblay,Oliver Platt",4.6
The Warriors Gate,"Action,Adventure,Fantasy","Mark Chao, Ni Ni, Dave Bautista, Sienna Guillory",5.3
Grindhouse,"Action,Horror,Thriller","Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell",7.6
Disaster Movie,Comedy,"Carmen Electra, Vanessa Lachey,Nicole Parker, Matt Lanter",1.9
Rocky Balboa,"Drama,Sport","Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young",7.2
Diary of a Wimpy Kid: Dog Days,"Comedy,Family","Zachary Gordon, Robert Capron, Devon Bostick,Steve Zahn",6.4
Jane Eyre,"Drama,Romance","Mia Wasikowska, Michael Fassbender, Jamie Bell, Su Elliot",7.4
Fool's Gold,"Action,Adventure,Comedy","Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",5.7
The Dictator,Comedy,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley",6.4
The Loft,"Mystery,Romance,Thriller","Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",6.3
Bacalaureat,"Crime,Drama","Adrian Titieni, Maria-Victoria Dragus, Lia Bugnar,Malina Manovici",7.5
You Don't Mess with the Zohan,"Action,Comedy","Adam Sandler, John Turturro, Emmanuelle Chriqui,Nick Swardson",5.5
Exposed,"Crime,Drama,Mystery","Ana de Armas, Keanu Reeves, Christopher McDonald, Mira Sorvino",4.2
Maudie,"Biography,Drama,Romance","Ethan Hawke, Sally Hawkins, Kari Matchett, Zachary Bennett",7.8
Horrible Bosses 2,"Comedy,Crime","Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",6.3
A Bigger Splash,"Drama,Thriller","Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes, Dakota Johnson",6.4
Melancholia,Drama,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård",7.1
The Princess and the Frog,"Animation,Adventure,Comedy","Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos",7.1
Unstoppable,"Action,Thriller","Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",6.8
Flight,"Drama,Thriller","Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman",7.3
Home,"Animation,Adventure,Comedy","Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez",6.7
La migliore offerta,"Crime,Drama,Mystery","Geoffrey Rush, Jim Sturgess, Sylvia Hoeks,Donald Sutherland",7.8
Mean Dreams,Thriller,"Sophie Nélisse, Josh Wiggins, Joe Cobden, Bill Paxton",6.3
42,"Biography,Drama,Sport","Chadwick Boseman, T.R. Knight, Harrison Ford,Nicole Beharie",7.5
21,"Crime,Drama,Thriller","Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo",6.8
Begin Again,"Drama,Music","Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld",7.4
Out of the Furnace,"Crime,Drama,Thriller","Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson",6.8
Vicky Cristina Barcelona,"Drama,Romance","Rebecca Hall, Scarlett Johansson, Javier Bardem,Christopher Evan Welch",7.1
Kung Fu Panda,"Animation,Action,Adventure","Jack Black, Ian McShane,Angelina Jolie, Dustin Hoffman",7.6
Barbershop: The Next Cut,"Comedy,Drama","Ice Cube, Regina Hall, Anthony Anderson, Eve",5.9
Terminator Salvation,"Action,Adventure,Drama","Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood",6.6
Freedom Writers,"Biography,Crime,Drama","Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn",7.5
The Hills Have Eyes,Horror,"Ted Levine, Kathleen Quinlan, Dan Byrd, Emilie de Ravin",6.4
Changeling,"Biography,Drama,Mystery","Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",7.8
Remember Me,"Drama,Romance","Robert Pattinson, Emilie de Ravin, Caitlyn Rund,Moisés Acevedo",7.2
Koe no katachi,"Animation,Drama,Romance","Miyu Irino, Saori Hayami, Aoi Yuki, Kenshô Ono",8.4
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy,Family","Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",6.2
Locke,Drama,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott",7.1
The 9th Life of Louis Drax,"Mystery,Thriller","Jamie Dornan, Aiden Longworth, Sarah Gadon,Aaron Paul",6.3
Horns,"Drama,Fantasy,Horror","Daniel Radcliffe, Juno Temple, Max Minghella, Joe Anderson",6.5
Indignation,"Drama,Romance","Logan Lerman, Sarah Gadon, Tijuana Ricks, Sue Dahlman",6.9
The Stanford Prison Experiment,"Biography,Drama,History","Ezra Miller, Tye Sheridan, Billy Crudup, Olivia Thirlby",6.9
Diary of a Wimpy Kid: Rodrick Rules,"Comedy,Family","Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris",6.6
Mission: Impossible III,"Action,Adventure,Thriller","Tom Cruise, Michelle Monaghan, Ving Rhames, Philip Seymour Hoffman",6.9
En man som heter Ove,"Comedy,Drama","Rolf Lassgård, Bahar Pars, Filip Berg, Ida Engvoll",7.7
Dragonball Evolution,"Action,Adventure,Fantasy","Justin Chatwin, James Marsters, Yun-Fat Chow, Emmy Rossum",2.7
Red Dawn,"Action,Thriller","Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck",5.4
One Day,"Drama,Romance","Anne Hathaway, Jim Sturgess, Patricia Clarkson,Tom Mison",7
Life as We Know It,"Comedy,Drama,Romance","Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett",6.6
28 Weeks Later,"Drama,Horror,Sci-Fi","Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau",7
Warm Bodies,"Comedy,Horror,Romance","Nicholas Hoult, Teresa Palmer, John Malkovich,Analeigh Tipton",6.9
Blue Jasmine,Drama,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",7.3
G.I. Joe: Retaliation,"Action,Adventure,Sci-Fi","Dwayne Johnson, Channing Tatum, Adrianne Palicki,Byung-hun Lee",5.8
Wrath of the Titans,"Action,Adventure,Fantasy","Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes",5.8
Shin Gojira,"Action,Adventure,Drama","Hiroki Hasegawa, Yutaka Takenouchi,Satomi Ishihara, Ren Ôsugi",6.9
Saving Mr. Banks,"Biography,Comedy,Drama","Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell",7.5
Transcendence,"Drama,Mystery,Romance","Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy",6.3
Rio,"Animation,Adventure,Comedy","Jesse Eisenberg, Anne Hathaway, George Lopez,Karen Disher",6.9
Equals,"Drama,Romance,Sci-Fi","Nicholas Hoult, Kristen Stewart, Vernetta Lopez,Scott Lawrence",6.1
Babel,Drama,"Brad Pitt, Cate Blanchett, Gael García Bernal, Mohamed Akhzam",7.5
The Tree of Life,"Drama,Fantasy","Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",6.8
The Lucky One,"Drama,Romance","Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",6.5
Piranha 3D,"Comedy,Horror,Thriller","Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss,Ving Rhames",5.5
50/50,"Comedy,Drama,Romance","Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",7.7
The Intent,"Crime,Drama","Dylan Duffus, Scorcher,Shone Romulus, Jade Asha",3.5
This Is 40,"Comedy,Romance","Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow",6.2
Real Steel,"Action,Drama,Family","Hugh Jackman, Evangeline Lilly, Dakota Goyo,Anthony Mackie",7.1
Sex and the City,"Comedy,Drama,Romance","Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis",5.5
Rambo,"Action,Thriller,War","Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish",7.1
Planet Terror,"Action,Comedy,Horror","Rose McGowan, Freddy Rodríguez, Josh Brolin,Marley Shelton",7.1
Concussion,"Biography,Drama,Sport","Will Smith, Alec Baldwin, Albert Brooks, David Morse",7.1
The Fall,"Adventure,Comedy,Drama","Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek",7.9
The Ugly Truth,"Comedy,Romance","Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",6.5
Bride Wars,"Comedy,Romance","Kate Hudson, Anne Hathaway, Candice Bergen, Bryan Greenberg",5.5
Sleeping with Other People,"Comedy,Drama,Romance","Jason Sudeikis, Alison Brie, Jordan Carlos,Margarita Levieva",6.5
Snakes on a Plane,"Action,Adventure,Crime","Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard",5.6
What If,"Comedy,Romance","Daniel Radcliffe, Zoe Kazan, Megan Park, Adam Driver",6.8
How to Train Your Dragon 2,"Animation,Action,Adventure","Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",7.9
RoboCop,"Action,Crime,Sci-Fi","Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish",6.2
In Dubious Battle,Drama,"Nat Wolff, James Franco, Vincent D'Onofrio, Selena Gomez",6.2
"Hello, My Name Is Doris","Comedy,Drama,Romance","Sally Field, Max Greenfield, Tyne Daly, Wendi McLendon-Covey",6.7
Ocean's Thirteen,"Crime,Thriller","George Clooney, Brad Pitt, Matt Damon,Michael Mantell",6.9
Slither,"Comedy,Horror,Sci-Fi","Nathan Fillion, Elizabeth Banks, Michael Rooker, Don Thompson",6.5
Contagion,"Drama,Thriller","Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow",6.6
Il racconto dei racconti - Tale of Tales,"Drama,Fantasy,Horror","Salma Hayek, Vincent Cassel, Toby Jones, John C. Reilly",6.4
I Am the Pretty Thing That Lives in the House,Thriller,"Ruth Wilson, Paula Prentiss, Lucy Boynton, Bob Balaban",4.7
Bridge to Terabithia,"Adventure,Drama,Family","Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",7.2
Coherence,"Mystery,Sci-Fi,Thriller","Emily Baldoni, Maury Sterling, Nicholas Brendon, Elizabeth Gracen",7.2
Notorious,"Biography,Crime,Drama","Jamal Woolard, Anthony Mackie, Derek Luke,Momo Dione",6.7
Goksung,"Drama,Fantasy,Horror","Jun Kunimura, Jung-min Hwang, Do-won Kwak, Woo-hee Chun",7.5
The Expendables 2,"Action,Adventure,Thriller","Sylvester Stallone, Liam Hemsworth, Randy Couture,Jean-Claude Van Damme",6.6
The Girl Next Door,"Crime,Drama,Horror","William Atherton, Blythe Auffarth, Blanche Baker,Kevin Chamberlin",6.7
Perfume: The Story of a Murderer,"Crime,Drama,Fantasy","Ben Whishaw, Dustin Hoffman, Alan Rickman,Francesc Albiol",7.5
The Golden Compass,"Adventure,Family,Fantasy","Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker",6.1
Centurion,"Action,Adventure,Drama","Michael Fassbender, Dominic West, Olga Kurylenko,Andreas Wisniewski",6.4
Scouts Guide to the Zombie Apocalypse,"Action,Comedy,Horror","Tye Sheridan, Logan Miller, Joey Morgan,Sarah Dumont",6.3
17 Again,"Comedy,Drama,Family","Zac Efron, Matthew Perry, Leslie Mann, Thomas Lennon",6.4
No Escape,"Action,Thriller","Lake Bell, Pierce Brosnan, Owen Wilson,Chatchawai Kamonsakpitak",6.8
Superman Returns,"Action,Adventure,Sci-Fi","Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden",6.1
The Twilight Saga: Breaking Dawn - Part 1,"Adventure,Drama,Fantasy","Kristen Stewart, Robert Pattinson, Taylor Lautner, Gil Birmingham",4.9
Precious,Drama,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",7.3
The Sea of Trees,Drama,"Matthew McConaughey, Naomi Watts, Ken Watanabe,Ryoko Seta",5.9
Good Kids,Comedy,"Zoey Deutch, Nicholas Braun, Mateo Arias, Israel Broussard",6.1
The Master,Drama,"Philip Seymour Hoffman, Joaquin Phoenix,Amy Adams, Jesse Plemons",7.1
Footloose,"Comedy,Drama,Music","Kenny Wormald, Julianne Hough, Dennis Quaid,Andie MacDowell",5.9
If I Stay,"Drama,Fantasy,Music","Chloë Grace Moretz, Mireille Enos, Jamie Blackley,Joshua Leonard",6.8
The Ticket,Drama,"Dan Stevens, Malin Akerman, Oliver Platt, Kerry Bishé",5.4
Detour,Thriller,"Tye Sheridan, Emory Cohen, Bel Powley,Stephen Moyer",6.3
The Love Witch,"Comedy,Horror","Samantha Robinson, Jeffrey Vincent Parise, Laura Waddell, Gian Keys",6.2
Talladega Nights: The Ballad of Ricky Bobby,"Action,Comedy,Sport","Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole",6.6
The Human Centipede (First Sequence),Horror,"Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura",4.4
Super,"Comedy,Drama","Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon",6.8
The Siege of Jadotville,"Action,Drama,Thriller","Jamie Dornan, Mark Strong, Jason O'Mara, Michael McElhatton",7.3
Up in the Air,"Drama,Romance","George Clooney, Vera Farmiga, Anna Kendrick,Jason Bateman",7.4
